page,name,shop_product_code,img_url
1,S.H.Figuarts KAMEN RIDER DEMONS SPIDER GENOME,N2613640001001,https://p-bandai.com/img/hk/p/t/N2613640001001_001.jpg
1,S.H.Figuarts DUKEMON/GALLANTMON -REBIRTH OF HOLY KNIGHT-,N2612314001001,https://p-bandai.com/img/hk/p/t/N2612314001001_001.jpg
1,PROPLICA Nichirin Sword（Tengen Uzui）,N2630330001001,https://p-bandai.com/img/hk/p/t/N2630330001001_001.jpg
1,S.H.Figuarts KAMEN RIDER EVIL BAT GENOME/JACKAL GENOME,N2606406001001,https://p-bandai.com/img/hk/p/t/N2606406001001_001.jpg
1,SAINT CLOTH MYTH STEEL SAINT MARINECLOTH USHIO ＜REVIVAL Ver.＞,N2611491001001,https://p-bandai.com/img/hk/p/t/N2611491001001_001.jpg
1,ROBOT SPIRITS ＜SIDE MS＞ RX-75 GUN TANK MASS PRODUCTION TYPE ver. A.N.I.M.E.,N2612413001001,https://p-bandai.com/img/hk/p/t/N2612413001001_001.jpg
1,METAL ROBOT SPIRITS (Ka signature)＜SIDE MS＞HYAKU SHIKI KAI MASS PRODUCTION TYPE,N2606409001001,https://p-bandai.com/img/hk/p/t/N2606409001001_001.jpg
1,SAINT CLOTH MYTH EX GARUDA AIACOS -ORIGINAL COLOR EDITION-,N2613470001001,https://p-bandai.com/img/hk/p/t/N2613470001001_001.jpg
1,S.H.Figuarts CARMEARA,N2622465001001,https://p-bandai.com/img/hk/p/t/N2622465001001_001.jpg
1,METAL BUILD SNIPER PACK,N2606407001001,https://p-bandai.com/img/hk/p/t/N2606407001001_001.jpg
1,SOUL OF CHOGOKIN GX-100X GAIKING & DAIKUMARYU POWER UP OPTION SET,N2612414001001,https://p-bandai.com/img/hk/p/t/N2612414001001_001.jpg
1,S.H.Figuarts TRIGGER DARK,N2612311001001,https://p-bandai.com/img/hk/p/t/N2612311001001_001.jpg
1,PROPLICA Nichirin Sword（Inosuke Hashibira）,N2606396001001,https://p-bandai.com/img/hk/p/t/N2606396001001_001.jpg
1,METAL ROBOT SPIRITS ＜SIDE MS＞ Re-GZ Custom,N2606487001001,https://p-bandai.com/img/hk/p/t/N2606487001001_001.jpg
1,Tamashii Studio Premium ULTRAMAN TIGA  -THE FINAL ODYSSEY-,N2603251001001,https://p-bandai.com/img/hk/p/t/N2603251001001_001.jpg
1,METAL BUILD CROSSBONE GUNDAM X-0 FULLCLOTH,N2596739001001,https://p-bandai.com/img/hk/p/t/N2596739001001_001.jpg
1,PROPLICA Broken Nichirin Sword（Kyojuro Rengoku）,N2606397001001,https://p-bandai.com/img/hk/p/t/N2606397001001_001.jpg
1,S.H.Figuarts KYRIELOID,N2606390001001,https://p-bandai.com/img/hk/p/t/N2606390001001_001.jpg
1,S.H.Figuarts(SHINKOCCHOUSEIHOU) KAMEN RIDER OOO BURAKAWANI COMBO,N2595921001001,https://p-bandai.com/img/hk/p/t/N2595921001001_001.jpg
1,S.H.Figuarts THE UNFETTERED SHOGUN,N2608903001001,https://p-bandai.com/img/hk/p/t/N2608903001001_001.jpg
1,METAL ROBOT SPIRITS  (Ka signature) ＜SIDE OG＞HUCKEBEIN 30th,N2613484001001,https://p-bandai.com/img/hk/p/t/N2613484001001_001.jpg
1,PROPLICA Microphone (Ranka Lee),N2612130001001,https://p-bandai.com/img/hk/p/t/N2612130001001_001.jpg
1,PROPLICA Microphone (Sheryl Nome),N2612131001001,https://p-bandai.com/img/hk/p/t/N2612131001001_001.jpg
1,PROPLICA Microphone (Sheryl Nome) & Microphone (Ranka Lee) Set,N2619562001001,https://p-bandai.com/img/hk/p/t/N2619562001001_001.jpg
1,S.H.Figuarts KAMEN RIDER ZERO-ONE HELLRISING HOPPER,N2587652001001,https://p-bandai.com/img/hk/p/t/N2587652001001_001.jpg
1,S.H.Figuarts (SHINKOCCHOUSEIHOU) KAMEN RIDER OOO SUPERTATOBA COMBO,N2587658001001,https://p-bandai.com/img/hk/p/t/N2587658001001_001.jpg
1,SOUL OF CHOGOKIN GX-70SP MAZINGER Z D.C. 2021 Special Color Ver.,N2590590001001,https://p-bandai.com/img/hk/p/t/N2590590001001_001.jpg
1,THE ROBOT SPIRITS ＜SIDE MS＞ FA-78-1 FULL ARMOR GUNDAM ver. A.N.I.M.E. -REAL MARKING-,N2590592001001,https://p-bandai.com/img/hk/p/t/N2590592001001_001.jpg
1,FiguartsZERO TANJIRO KAMADO -WATER BREATHING- Special Color Edition,N2590593001001,https://p-bandai.com/img/hk/p/t/N2590593001001_001.jpg
1,S.H.Figuarts ULTRAMAN Z BETA SMASH,N2606207001001,https://p-bandai.com/img/hk/p/t/N2606207001001_001.jpg
